id_kalimat,kalimat_asli,klausa,aspect,sentiment,provider,timestamp
771,sudah beli di apk myim3 kok diproses mulu oii,sudah beli di apk myim3 kok diproses mulu oii,Kemudahan Akses Layanan,Negatif,IM3,2025-05-15 07:27
772,ngelagg banget sudah indosat akhir nih knapa dah herann,ngelagg banget sudah indosat akhir nih knapa dah herann,Stabilitas Jaringan,Negatif,IM3,2025-04-07 11:56
773,pliss lah makin lama harga pulsa makin mahal terus gb ya makin turun sinyal nya juga bermasalah kalau sinyal gpp ws untuk kesenjangan pulsa makin hari makin mahal pliss lah gkuat,pliss lah makin lama harga pulsa makin mahal terus gb ya makin turun sinyal nya juga bermasalah kalau sinyal gpp ws untuk kesenjangan pulsa makin hari makin mahal pliss lah gkuat,Harga,Negatif,IM3,2025-04-21 16:10
774,ngelag banget kagak jelas nih lawak lawak,ngelag banget kagak jelas nih lawak lawak,Stabilitas Jaringan,Negatif,IM3,2025-05-28 15:05
775,hai indosat pliss tanggung jawab saya sudah bayar paket data malah datanya enggak masuk itu mahal loh 150 ribu tanggung jawab kembalikan uang saya,hai indosat pliss tanggung jawab saya sudah bayar paket data malah datanya enggak masuk itu mahal loh 150 ribu tanggung jawab kembalikan uang saya,Layanan Pelanggan,Negatif,IM3,2025-12-21 18:16
776,murahh wee 50rb mah bisa deteksi nomor modus lagi,murahh wee 50rb mah bisa deteksi nomor modus lagi,Harga,Positif,IM3,2025-01-03 18:42
777,simple pendek tapi penipuan digital tidak suka fitur ini,simple pendek,Kemudahan Akses Layanan,Netral,IM3,2025-07-29 12:03
778,aslii kalau yang begini dari dulu ada tidak bakal sering kepancing nomor modus,aslii kalau yang begini dari dulu ada tidak bakal sering kepancing nomor modus,Keamanan Layanan,Positif,IM3,2025-12-13 16:46
779,telat tau ada fitur beginian pantesan kok orang sekarang santai kalau ada no scam masuk,telat tau ada fitur beginian pantesan kok orang sekarang santai kalau ada no scam masuk,Keamanan Layanan,Positif,IM3,2025-04-23 14:27
780,akhirnya ada solusi juga buat nomor scam bernafas lega,akhirnya ada solusi juga buat nomor scam bernafas lega,Keamanan Layanan,Positif,IM3,2025-10-21 09:45
781,alert nomor tidak dikenal itu penting banget sekarang,alert nomor tidak dikenal itu penting banget sekarang,Keamanan Layanan,Positif,IM3,2025-08-04 07:13
782,enak ya kalau ada sistem yang langsung filtrasi nomor2 tidak jelas,enak ya kalau ada sistem yang langsung filtrasi nomor2 tidak jelas,Keamanan Layanan,Positif,IM3,2025-08-16 09:08
783,nomor modus itu biasanya gayanya sok urgent,nomor modus itu biasanya gayanya sok urgent,Keamanan Layanan,Negatif,IM3,2025-04-19 14:33
784,keren ada fitur bisa basmi nomor modus begini wkwkwkwk,keren ada fitur bisa basmi nomor modus begini wkwkwkwk,Keamanan Layanan,Positif,IM3,2025-10-22 21:00
785,gue dulu hampir tertipu 5jt gara gara telepon tidak jelas,gue dulu hampir tertipu 5jt gara gara telepon tidak jelas,Keamanan Layanan,Negatif,IM3,2025-04-01 17:52
786,ini benaran bisa jadi solusi ya ges untuk yang masih dapat spam call dari nomor tidak dikenal,ini benaran bisa jadi solusi ya ges untuk yang masih dapat spam call dari nomor tidak dikenal,Keamanan Layanan,Positif,IM3,2025-12-04 20:44
787,baru sadar fitur anti spam ini berguna pas nomor tidak dikenal makin rajin coba telepon,baru sadar fitur anti spam ini berguna pas nomor tidak dikenal makin rajin coba telepon,Keamanan Layanan,Positif,IM3,2025-04-05 22:04
788,nomor modus tuh makin kreatif sumpah ada yang pura pura jadi cs bank syukur sudah ada fitur ini,nomor modus tuh makin kreatif sumpah ada yang pura pura jadi cs bank syukur sudah ada fitur ini,Keamanan Layanan,Positif,IM3,2025-07-08 19:05
789,mbak sihab memakai satspam juga toh aku juga pakai mbak disaranin sama ponakanku,mbak sihab memakai satspam juga toh aku juga pakai mbak disaranin sama ponakanku,Keamanan Layanan,Positif,IM3,2025-08-24 10:06
1341,ya ampun ini jaringan ya hilang timbul mau menonton tv juga tidak bisa bagaimana ini indihome tidak ada perubahan ya,ya ampun ini jaringan ya hilang timbul mau menonton tv juga tidak bisa bagaimana ini indihome tidak ada perubahan ya,Stabilitas Jaringan,Negatif,Indihome,2025-05-11 18:56
1342,apa apaan indihome ini internet tidak bisa konek dari jam 2 mana hari hari kemarin ngelag di wa pemberitahuan sampai jam 9 ini sampai sekarang sinyal merah terus,apa apaan indihome ini internet tidak bisa konek dari jam 2 mana hari hari kemarin ngelag di wa pemberitahuan sampai jam 9 ini sampai sekarang sinyal merah terus,Stabilitas Jaringan,Negatif,Indihome,2025-11-10 11:24
1343,indihome banyak dikorup ya kok signal saja butut beda sama merk sebelah gaspol harga murah duh bikin darting signal kamu,indihome banyak dikorup ya kok signal saja butut beda sama merk sebelah gaspol harga murah duh bikin darting signal kamu,Harga,Negatif,Indihome,2025-03-25 11:41
1344,parah nih lag ya wifi padahal cuman di pakai 2 hp,parah nih lag ya wifi,Kecepatan Internet,Negatif,Indihome,2025-06-22 11:04
1345,sudah tidak mau lagi pakai indihome sejelk itu wifinya,sudah tidak mau lagi pakai indihome sejelk itu wifinya,Kecepatan Internet,Negatif,Indihome,2025-12-17 07:39
1346,sebelum ya saya sudah beli paket premium vision di indihome karena ingin menonton live seagames saya telepon 188 dan disarankan oleh cs untuk beli paket combo agar bisa menonton live seagames namun setelah beli paket combo tetap saja tidak bisa menyaksikan live pertandingan seagames akhirnya dibuatkan nomor laporan namun sampai saat ini tetap saja tidak bisa menonton live seagames sampai 2 kali saya menanyakan lagi ke 188 namun tetap tidak mendapat kan hasil yang memuaskan untuk apa saya beli paket kalau tidak bisa menonton sebagai konsumen saya dirugikan harus bayar tapi tidak bisa menonton live seagames cc,sebelum ya saya sudah beli paket premium vision di indihome,Harga,Negatif,Indihome,2025-02-21 12:28
1347,sebelum ya saya sudah beli paket premium vision di indihome karena ingin menonton live seagames saya telepon 188 dan disarankan oleh cs untuk beli paket combo agar bisa menonton live seagames namun setelah beli paket combo tetap saja tidak bisa menyaksikan live pertandingan seagames akhirnya dibuatkan nomor laporan namun sampai saat ini tetap saja tidak bisa menonton live seagames sampai 2 kali saya menanyakan lagi ke 188 namun tetap tidak mendapat kan hasil yang memuaskan untuk apa saya beli paket kalau tidak bisa menonton sebagai konsumen saya dirugikan harus bayar tapi tidak bisa menonton live seagames cc,dan disarankan oleh cs untuk beli paket combo agar bisa menonton live seagames,Layanan Pelanggan,Netral,Indihome,2025-04-12 13:40
1348,sebelum ya saya sudah beli paket premium vision di indihome karena ingin menonton live seagames saya telepon 188 dan disarankan oleh cs untuk beli paket combo agar bisa menonton live seagames namun setelah beli paket combo tetap saja tidak bisa menyaksikan live pertandingan seagames akhirnya dibuatkan nomor laporan namun sampai saat ini tetap saja tidak bisa menonton live seagames sampai 2 kali saya menanyakan lagi ke 188 namun tetap tidak mendapat kan hasil yang memuaskan untuk apa saya beli paket kalau tidak bisa menonton sebagai konsumen saya dirugikan harus bayar tapi tidak bisa menonton live seagames cc,namun setelah beli paket combo tetap saja tidak bisa menyaksikan live pertandingan seagames akhirnya dibuatkan nomor laporan namun sampai saat ini tetap saja tidak bisa menonton live seagames sampai 2 kali saya menanyakan lagi ke 188,Penanganan Gangguan,Negatif,Indihome,2025-02-24 11:58
1349,sebelum ya saya sudah beli paket premium vision di indihome karena ingin menonton live seagames saya telepon 188 dan disarankan oleh cs untuk beli paket combo agar bisa menonton live seagames namun setelah beli paket combo tetap saja tidak bisa menyaksikan live pertandingan seagames akhirnya dibuatkan nomor laporan namun sampai saat ini tetap saja tidak bisa menonton live seagames sampai 2 kali saya menanyakan lagi ke 188 namun tetap tidak mendapat kan hasil yang memuaskan untuk apa saya beli paket kalau tidak bisa menonton sebagai konsumen saya dirugikan harus bayar tapi tidak bisa menonton live seagames cc,namun tetap tidak mendapat kan hasil yang memuaskan untuk apa saya beli paket kalau tidak bisa menonton sebagai konsumen saya dirugikan harus bayar tapi tidak bisa menonton live seagames cc,Penanganan Gangguan,Negatif,Indihome,2025-05-14 21:55
1350,aceh mati lampu tidak ada pengurangan biaya min tidak pernah pakai wifi aduh,aceh mati lampu tidak ada pengurangan biaya min tidak pernah pakai wifi aduh,Harga,Negatif,Indihome,2025-01-07 09:57
1351,indihome di aceh tidak bisa digunakan hampir sebulan karena tidak ada listrik tapi tetap ada tagihan,indihome di aceh tidak bisa digunakan hampir sebulan,Stabilitas Jaringan,Negatif,Indihome,2025-01-04 11:48
1352,indihome di aceh tidak bisa digunakan hampir sebulan karena tidak ada listrik tapi tetap ada tagihan,tapi tetap ada tagihan,Harga,Negatif,Indihome,2025-05-04 19:22
1353,wifi mahal jaringan lelet lawak,wifi mahal jaringan lelet lawak,Kecepatan Internet,Negatif,Indihome,2025-08-31 20:20
1354,saya pengaduan keluhan melalui whatsapp dan aplikasi langsung tidak ada respone jangan sampai dm saya tidak direspon juga,saya pengaduan keluhan melalui whatsapp,Layanan Pelanggan,Negatif,Indihome,2025-04-26 11:15
1355,sudah guys kalian yang mau pasang wifi jangan pakai wifi guys bahaya banget wifi tetap di bayar pun masih saja leg an tidak tenang banget,sudah guys kalian yang mau pasang wifi jangan pakai wifi guys bahaya banget wifi tetap di bayar pun masih saja leg an tidak tenang banget,Keamanan Layanan,Negatif,Indihome,2025-06-09 09:15
1356,sering hilang an bah wifinya ini gua jadi kena masalah jangkrik,sering hilang an bah wifinya ini gua,Stabilitas Jaringan,Negatif,Indihome,2025-04-18 16:49
1357,tiba banget nih jadi lemot begini,jadi lemot begini,Kecepatan Internet,Negatif,Indihome,2025-12-31 07:54
1358,hadeh ada apa nih indihome jakbar interneg tidak stabil padahal tidak ada tunggakkan,hadeh ada apa nih indihome jakbar interneg tidak stabil,Stabilitas Jaringan,Negatif,Indihome,2025-08-28 16:13
1359,wifi nge lag min ada apa ini,wifi nge lag min ada apa ini,Kecepatan Internet,Negatif,Indihome,2025-11-17 23:12
1360,ngelag banget jaringannya suka hilang hilang untung tidak sampai banting hp saya,ngelag banget jaringannya suka hilang hilang untung tidak sampai banting hp saya,Stabilitas Jaringan,Negatif,Indihome,2025-09-24 19:18
1361,wifi lag parah indihome lagi down parah ini,wifi lag parah indihome lagi down parah ini,Stabilitas Jaringan,Negatif,Indihome,2025-06-21 08:50
1362,woy bagaimana ini jaringan gue loss tidak kelar kelar,woy bagaimana ini jaringan gue loss tidak kelar kelar,Stabilitas Jaringan,Negatif,Indihome,2025-10-29 14:31
1363,min itu indihome sudah saya bayar tolong jaringan di gayo lues aceh di perbaiki,min itu indihome sudah saya bayar tolong jaringan di gayo lues aceh di perbaiki,Penanganan Gangguan,Negatif,Indihome,2025-03-13 10:15
1364,kak kabel internet saya putus semlm di makan tikus sekarang internetnya mati tolonh segera di perbaiki karena saya kerjanya pakai akses internet kak no id 146303104328,kak kabel internet saya putus semlm di makan tikus sekarang internetnya mati tolonh segera di perbaiki,Penanganan Gangguan,Negatif,Indihome,2025-07-16 09:33
1365,kak kabel internet saya putus semlm di makan tikus sekarang internetnya mati tolonh segera di perbaiki karena saya kerjanya pakai akses internet kak no id 146303104328,karena saya kerjanya pakai akses internet kak no id 146303104328,Kemudahan Akses Layanan,Netral,Indihome,2025-02-01 18:59
1366,saya bukan pelanggan tapi depan rumah saya dipasang tiang tanpa ijin pula saya mau renov kesusahan karena kabelnya ada diatas lahan saya kapan hari ada tukang kanopi mati hangus kena kabel didaerah batang saya meminta segera dipindah tiang itu saya bertahun tahun buat laporan sama sekali tidak ada respon,tapi depan rumah saya dipasang tiang tanpa ijin pula saya mau renov kesusahan,Instalasi,Negatif,Indihome,2025-01-11 11:24
1367,saya bukan pelanggan tapi depan rumah saya dipasang tiang tanpa ijin pula saya mau renov kesusahan karena kabelnya ada diatas lahan saya kapan hari ada tukang kanopi mati hangus kena kabel didaerah batang saya meminta segera dipindah tiang itu saya bertahun tahun buat laporan sama sekali tidak ada respon,karena kabelnya ada diatas lahan saya kapan hari ada tukang kanopi mati hangus kena kabel didaerah batang saya meminta segera dipindah tiang itu saya bertahun tahun buat laporan sama sekali tidak ada respon,Layanan Pelanggan,Negatif,Indihome,2025-06-28 20:23
1368,kemarin malam baru banget dibayar tapi sekarang merah sudah mengadu ke cs di aplikasi merah tidak kunjung direspon,tapi sekarang merah sudah mengadu ke cs di aplikasi merah tidak kunjung direspon,Layanan Pelanggan,Negatif,Indihome,2025-03-18 12:48
1369,min yuk bisa yuk kalau lagi musm ujan begini lebih ditingkatkan lagi butuh2nya internet nih minn buat kerja,min yuk bisa yuk kalau lagi musm ujan begini lebih ditingkatkan lagi butuh2nya internet nih minn buat kerja,Kecepatan Internet,Positif,Indihome,2025-11-16 09:01
1370,kenapa jaringannya sebagian aplikasi susah terbuka,kenapa jaringannya sebagian aplikasi susah terbuka,Stabilitas Jaringan,Negatif,Indihome,2025-04-19 09:00
1371,halo kak kami sudah menghubungi pihak indihomenya langsung katanya teknisinya mau kesini tapi samapi saat ini kok belum ada kedatangannya ya ini bagaimana kak solusinya kita juga sudah chat didm instagram and massage fb tapi responya sangat lama soalnya kita resto kak kita butuh banget kalau soal wifi tolong kejelasan ya kak,halo kak kami sudah menghubungi pihak indihomenya langsung katanya teknisinya mau kesini,Layanan Pelanggan,Netral,Indihome,2025-03-09 13:02
1372,halo kak kami sudah menghubungi pihak indihomenya langsung katanya teknisinya mau kesini tapi samapi saat ini kok belum ada kedatangannya ya ini bagaimana kak solusinya kita juga sudah chat didm instagram and massage fb tapi responya sangat lama soalnya kita resto kak kita butuh banget kalau soal wifi tolong kejelasan ya kak,tapi samapi saat ini kok belum ada kedatangannya ya ini bagaimana kak solusinya kita juga sudah chat didm instagram and massage fb,Penanganan Gangguan,Negatif,Indihome,2025-10-30 08:50
1373,halo kak kami sudah menghubungi pihak indihomenya langsung katanya teknisinya mau kesini tapi samapi saat ini kok belum ada kedatangannya ya ini bagaimana kak solusinya kita juga sudah chat didm instagram and massage fb tapi responya sangat lama soalnya kita resto kak kita butuh banget kalau soal wifi tolong kejelasan ya kak,tapi responya sangat lama soalnya kita resto kak kita butuh banget kalau soal wifi tolong kejelasan ya kak,Layanan Pelanggan,Negatif,Indihome,2025-03-13 23:18
1374,daerah sunggal deli serdang sumut sudah 2 hari koneksi putus ganguan masal sampai kapan baru normal ya,daerah sunggal deli serdang sumut sudah 2 hari koneksi putus ganguan masal sampai kapan baru normal ya,Stabilitas Jaringan,Negatif,Indihome,2025-06-21 23:49
1375,saya sudah dm belum ada balasan ujang,saya sudah dm belum ada balasan ujang,Layanan Pelanggan,Negatif,Indihome,2025-10-14 20:44
1376,korban banjir tidak ada potongan harga begitu min,korban banjir tidak ada potongan harga begitu min,Harga,Negatif,Indihome,2025-08-13 09:40
1377,kenapa di kota mojokerto mati total ya,kenapa di kota mojokerto mati total ya,Stabilitas Jaringan,Negatif,Indihome,2025-03-18 11:17
1378,kenapa saya buka aplikasi harus pakai vpn dulu baru kebuka,kenapa saya buka aplikasi harus pakai vpn dulu baru kebuka,Keamanan Layanan,Negatif,Indihome,2025-11-03 16:05
1379,jangan pakai indihome kakak saya sudah datang ke indihome nya langsung tetap saja tidak ada pergerakan sudah 5 hari terhitung hingga hari ini,jangan pakai indihome kakak saya sudah datang ke indihome nya langsung tetap saja tidak ada pergerakan sudah 5 hari terhitung hingga hari ini,Layanan Pelanggan,Negatif,Indihome,2025-03-17 13:51
1380,aneh sama indihome sekarang sering banget lost sudah sering banget komplain tapi tetap saja jelek sudah begitu teknisi ya di wa tidak ada respon sama sekali pusing wifi begini mulu ya allah perasaan bayar tidak pernah telat,aneh sama indihome sekarang sering banget lost sudah sering banget komplain,Stabilitas Jaringan,Negatif,Indihome,2025-05-05 17:25
1381,aneh sama indihome sekarang sering banget lost sudah sering banget komplain tapi tetap saja jelek sudah begitu teknisi ya di wa tidak ada respon sama sekali pusing wifi begini mulu ya allah perasaan bayar tidak pernah telat,tapi tetap saja jelek sudah begitu teknisi ya di wa tidak ada respon sama sekali pusing wifi begini mulu ya allah perasaan bayar tidak pernah telat,Layanan Pelanggan,Negatif,Indihome,2025-08-19 09:19
1382,benerin gblk jaringan hujan dikit tidak geleg habis dapat jaringan ngambil punya bnrd lain kah,benerin gblk jaringan hujan dikit tidak geleg habis dapat jaringan ngambil punya bnrd lain kah,Stabilitas Jaringan,Negatif,Indihome,2025-04-23 20:46
1383,tolong cek dm saya sudah hampir 1 tahun wifi saya lemot sekali,tolong cek dm saya sudah hampir 1 tahun wifi saya lemot sekali,Kecepatan Internet,Negatif,Indihome,2025-03-31 14:03
1384,sudah seminggu wifi tidak bisa di gunain sudah mengadu cuman di suruh sabar saja seminggu loh ini kalau tidak ambil saja modemnya wifi jelek tidak ada kualitas pelayanan lelet,sudah seminggu wifi tidak bisa di gunain sudah mengadu cuman di suruh sabar saja seminggu loh ini kalau tidak ambil saja modemnya wifi jelek tidak ada kualitas pelayanan lelet,Penanganan Gangguan,Negatif,Indihome,2025-01-08 09:59
1385,sudah dari semalam eror loss merah sudah laporan via dm sudah dapat tiket laporam juga untuk teknisi datang kerumah tapi teknisi tidak datang datang padahal dulu kalau laporan 1 2 jam teknisi datang kok sekarang lama dan lambat banget tolonglah saya butuh internet untuk pekerjaan tapi slow sekali ditunggu teknisi tidak datang datang padahal sudah sesuai prosedur bikin laporan dll kok makin lelet bukannya ditingkatkan kualitasnya bayar juga tidak pernah telat,sudah dari semalam eror loss merah sudah laporan via dm sudah dapat tiket laporam juga untuk teknisi datang kerumah,Penanganan Gangguan,Negatif,Indihome,2025-09-14 10:29
1386,sudah dari semalam eror loss merah sudah laporan via dm sudah dapat tiket laporam juga untuk teknisi datang kerumah tapi teknisi tidak datang datang padahal dulu kalau laporan 1 2 jam teknisi datang kok sekarang lama dan lambat banget tolonglah saya butuh internet untuk pekerjaan tapi slow sekali ditunggu teknisi tidak datang datang padahal sudah sesuai prosedur bikin laporan dll kok makin lelet bukannya ditingkatkan kualitasnya bayar juga tidak pernah telat,tapi teknisi tidak datang datang padahal dulu kalau laporan 1 2 jam teknisi datang kok sekarang lama dan lambat banget tolonglah saya butuh internet untuk pekerjaan tapi slow sekali ditunggu teknisi tidak datang datang padahal sudah sesuai prosedur bikin laporan dll kok makin lelet bukannya ditingkatkan kualitasnya bayar juga tidak pernah telat,Layanan Pelanggan,Negatif,Indihome,2025-11-20 08:19
1387,bener2 tiap hari ada saja gebrakannya ya indihome kemarin jaringan 2 4 tidak bisa 5 hari cctv tidak bisa sekarang jaringan tersambung tanpa internet kayak begini yang mau dipertahanin apa lelah banget bye mau ganti provider cek dm jangan nyuruh dm mulu,bener2 tiap hari ada saja gebrakannya ya indihome kemarin jaringan 2 4 tidak bisa 5 hari cctv tidak bisa sekarang jaringan tersambung tanpa internet kayak begini yang mau dipertahanin apa lelah banget bye mau ganti provider cek dm jangan nyuruh dm mulu,Stabilitas Jaringan,Negatif,Indihome,2025-11-22 12:07
1388,harga mahal habis jaringan mistiss,harga mahal habis jaringan mistiss,Harga,Negatif,Indihome,2025-08-01 11:44
1389,indihome jmbott gangguan teros cok,indihome jmbott gangguan teros cok,Penanganan Gangguan,Negatif,Indihome,2025-01-01 12:31
1390,isi dm saya dengan robot indihome,isi dm saya dengan robot indihome,Layanan Pelanggan,Negatif,Indihome,2025-07-31 18:33
1391,bagaimana ini wifi di mojokerto sudah berhari hari mati total indihome,bagaimana ini wifi di mojokerto sudah berhari hari mati total indihome,Stabilitas Jaringan,Negatif,Indihome,2025-01-17 15:10
1392,min cek dm please please please,min cek dm please please please,Layanan Pelanggan,Negatif,Indihome,2025-04-12 11:47
1393,tiap hari ada saja masalah kadang merah kadang tidak ada lampu internetnya apalah ini jadi keganggu banget sehari bisa 3x lebih internetnya keputus tolonglah,jadi keganggu banget sehari bisa 3x lebih internetnya keputus tolonglah,Stabilitas Jaringan,Negatif,Indihome,2025-02-25 15:46
1394,kok pas daftar harganya bukan 343 0 tapi 515 0,kok pas daftar harganya bukan 343 0 tapi 515 1,Harga,Negatif,Indihome,2025-07-29 10:49
1395,bagaimana nih sudah 3 hari gangguang gdk respon kecewa banget,bagaimana nih sudah 3 hari gangguang gdk respon kecewa banget,Penanganan Gangguan,Negatif,Indihome,2025-10-29 07:21
1396,min saya mau tanya kalau untuk pemasangan pertama di apk my telkomsel kan ada bulanan 1bln 7bln sama 15bln kan harganya bervariasi misal saya mau ambil bulanan apa itu sudah termasuk biaya pemasangan hanya dikirim alatnya saja dan harus dipasang mandiri,min saya mau tanya kalau untuk pemasangan pertama di apk my telkomsel kan ada bulanan 1bln 7bln sama 15bln kan harganya bervariasi misal saya mau ambil bulanan apa itu sudah termasuk biaya pemasangan hanya dikirim alatnya saja,Harga,Netral,Indihome,2025-01-26 20:17
1397,min saya mau tanya kalau untuk pemasangan pertama di apk my telkomsel kan ada bulanan 1bln 7bln sama 15bln kan harganya bervariasi misal saya mau ambil bulanan apa itu sudah termasuk biaya pemasangan hanya dikirim alatnya saja dan harus dipasang mandiri,dan harus dipasang mandiri,Instalasi,Negatif,Indihome,2025-09-17 09:16
1398,tolong baca dm min saya wi di byarx tiap bulan naik terus,tolong baca dm min saya wi di byarx tiap bulan naik terus,Harga,Negatif,Indihome,2025-12-23 09:31
1399,min aceh mati lampu terus tidak ada potongan pembayaran min,min aceh mati lampu terus tidak ada potongan pembayaran min,Stabilitas Jaringan,Negatif,Indihome,2025-08-15 23:23
1400,sama nih kak 2 hari sekali sudah kayak puasa,sama nih kak 2 hari sekali sudah kayak puasa,Stabilitas Jaringan,Negatif,Indihome,2025-03-02 22:54
1401,perbaikan selama 2 hari membuat kita sbegai pekerja yang membutuhkan wifi jadi rugi waktu,perbaikan selama 2 hari membuat kita sbegai pekerja yang membutuhkan wifi,Penanganan Gangguan,Netral,Indihome,2025-06-19 12:23
1402,nikmati internet yang stabil dan merata di setiap sudut rumah dengan layanan fiber tapi the room dari indihome dengan harga mulai rp160 ribu per bulan pengalaman online keluarga jadi lebih lancar instalasi sudah termasuk satu set perangkat utama dan pendukung jadi kamu bisa langsung menikmati koneksi cepat yang konsisten di semua ruangan,nikmati internet yang stabil,Stabilitas Jaringan,Positif,Indihome,2025-09-06 15:49
1403,apakah hari ini memang ada gangguan ya internet indikator merah kedip2 wahai indihome,apakah hari ini memang ada gangguan ya internet indikator merah kedip2 wahai indihome,Penanganan Gangguan,Negatif,Indihome,2025-04-04 10:14
1404,mau laporan kabel indihome saya putus ini min,mau laporan kabel indihome saya putus ini min,Stabilitas Jaringan,Negatif,Indihome,2025-05-24 23:00
1405,hari hari gangguan apa tidak bosan wahai indihome,hari hari gangguan apa tidak bosan wahai indihome,Penanganan Gangguan,Negatif,Indihome,2025-07-02 07:15
1406,indihome bagaimana ini gangguan masal di wilayah saya dari semalam sampai sekarang tidak beres beres dapat wa katanya subuh sudah beres nyata ya mau sampai malam lagi tidak beres hadeh harus ya kan cepat tanggap tolong segera di perbaiki indihome untuk daerah slawi kabupaten tegal jateng,indihome bagaimana ini gangguan masal di wilayah saya dari semalam sampai sekarang tidak beres beres dapat wa katanya subuh sudah beres nyata ya mau sampai malam lagi tidak beres hadeh harus ya kan cepat tanggap tolong segera di perbaiki indihome untuk daerah slawi kabupaten tegal jateng,Penanganan Gangguan,Negatif,Indihome,2025-08-02 22:23
1407,min cek dm ya min,min cek dm ya min,Layanan Pelanggan,Netral,Indihome,2025-12-13 11:11
1408,wifi indihome masih melakukan penagihan bulanan didaerah dampak bencana diaceh padahal kami tidak bisa memakai indihome sama sekali dimana hati nurani kalian,wifi indihome masih melakukan penagihan bulanan didaerah dampak bencana diaceh,Harga,Negatif,Indihome,2025-07-30 08:35
1409,wifi indihome masih melakukan penagihan bulanan didaerah dampak bencana diaceh padahal kami tidak bisa memakai indihome sama sekali dimana hati nurani kalian,padahal kami tidak bisa memakai indihome sama sekali dimana hati nurani kalian,Keamanan Layanan,Negatif,Indihome,2025-09-26 20:14
1410,min channel tv jadi ada beberapa yang tidak bisa dibuka ya,min channel tv jadi ada beberapa yang tidak bisa dibuka ya,Kemudahan Akses Layanan,Negatif,Indihome,2025-02-11 14:26
1411,listrik padam tagihan juga tetap berjalan bagaimana sih indihome kami di aceh tidak bisa akses wifi indihome sama sekali akibat listrik padam yang terus menerus terjadi,listrik padam tagihan juga tetap berjalan bagaimana sih indihome kami di aceh tidak bisa akses wifi indihome sama sekali akibat listrik padam yang terus menerus terjadi,Penanganan Gangguan,Negatif,Indihome,2025-01-30 17:17
1412,gua lagi main valo tiba tiba keluar dawg,gua lagi main valo tiba tiba keluar dawg,Stabilitas Jaringan,Negatif,Indihome,2025-12-27 09:36
1413,kak tolong cek dm ya ini wifi nyala tanpa internet,kak tolong cek dm ya ini wifi nyala tanpa internet,Stabilitas Jaringan,Negatif,Indihome,2025-12-12 10:32
1414,ini pnyku habis di ganti routernya tidak tambah lancar malah hampir seminggu tidak bisa dipakai dan tidak ada tindakan duh,ini pnyku habis di ganti routernya tidak tambah lancar malah hampir seminggu tidak bisa dipakai,Instalasi,Netral,Indihome,2025-01-22 08:11
1415,kak ini kenapa indihome sinyalnya hilang muncul,kak ini kenapa indihome sinyalnya hilang muncul,Stabilitas Jaringan,Negatif,Indihome,2025-09-08 23:02
1416,min internet saya tidak gangguan tapi indikator internet ya kok tidak nyala,min internet saya tidak gangguan,Stabilitas Jaringan,Netral,Indihome,2025-11-13 09:56
1417,min internet saya tidak gangguan tapi indikator internet ya kok tidak nyala,tapi indikator internet ya kok tidak nyala,Stabilitas Jaringan,Negatif,Indihome,2025-07-15 16:49
1418,kak pengaduan selain lewat telpon lewat apa kalau telpon bertele boros pulsa wifi su upgrade tapi sudah seminggu ini lemot banget,kak pengaduan selain lewat telpon lewat apa kalau telpon bertele boros pulsa wifi su upgrade,Layanan Pelanggan,Negatif,Indihome,2025-06-28 16:20
1419,kak pengaduan selain lewat telpon lewat apa kalau telpon bertele boros pulsa wifi su upgrade tapi sudah seminggu ini lemot banget,tapi sudah seminggu ini lemot banget,Kecepatan Internet,Negatif,Indihome,2025-05-03 21:00
1420,sudah tidak mau indihome terlalu mahal biaya ya mending tunggu internet rakyat atau starlite lebih murah 200 mbps rp 100 0,sudah tidak mau indihome terlalu mahal biaya ya mending tunggu internet rakyat atau starlite lebih murah 200 mbps rp 100 0,Harga,Negatif,Indihome,2025-05-12 13:18
1421,area kampar pasir putih gangguan sudah 3 jam mana nih tanggapan indihome,area kampar pasir putih gangguan sudah 3 jam mana nih tanggapan indihome,Penanganan Gangguan,Negatif,Indihome,2025-11-19 16:47
1422,internet hari lemot terus begini bagaimana mau nyaman pakainya hadehh ada saja kendala ya ini indihome tidak pernah evaluasi apa,internet hari lemot terus begini bagaimana mau nyaman pakainya hadehh ada saja kendala ya ini indihome tidak pernah evaluasi apa,Kecepatan Internet,Negatif,Indihome,2025-05-20 14:29
1423,min tolong di jambi indihome dari pagi tidak ada sinyal,min tolong di jambi indihome dari pagi tidak ada sinyal,Stabilitas Jaringan,Negatif,Indihome,2025-02-12 22:49
1424,sudah 1 minggu nih kok lag parah masih awal bulan juga hadeh,sudah 1 minggu nih kok lag parah masih awal bulan juga hadeh,Kecepatan Internet,Negatif,Indihome,2025-09-25 13:46
1425,jelek banget ya sinyalnya tower bts ya kebanjiran kah,jelek banget ya sinyalnya tower bts ya kebanjiran kah,Stabilitas Jaringan,Negatif,Indihome,2025-01-29 14:09
1426,min astaga kenapa sih jaringan indihome lelet banget astaga muak kali aku sumpah,min astaga kenapa sih jaringan indihome lelet banget astaga muak kali aku sumpah,Kecepatan Internet,Negatif,Indihome,2025-02-01 20:01
1427,komentar jelek saja guys ke jaringan ya jelek merah terus,komentar jelek saja guys ke jaringan ya jelek merah terus,Stabilitas Jaringan,Negatif,Indihome,2025-04-08 18:40
